tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,same_as_wikidata_municipio,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Entrepenas 27 2 ,CALLE,Entrepenas,27,2,,28051,SECURITAS SEGURIDAD ESPANA ,448332,4468900,,2017-33
Centro de trabajo con mas de 250 trabajadores,Privada,014,Arganda del Rey,https://wikidata.org/entity/Q497692,CALLE Laton 8  ,CALLE,Laton,8,,,28500,TETRA PACK HISPANIA SA EN EL HALL DE ENTRADA A MANO IZQUIERDA,460224,4461408,,2017-43
Otros,Privada,127,Las Rozas de Madrid,https://wikidata.org/entity/Q592747,"CTRA N-VI KM 18,200 SAC MAKER SAU   ",CTRA,"N-VI KM 18,200 SAC MAKER SAU",,,,,,426251,4483281,07:30 A 20:30,2017-45
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Monasterio de Las Huelgas 15  ,CALLE,Monasterio de Las Huelgas,15,,,28049,FUNDACION A LA PAR CLUB DE PADEL Y TENIS FUENCARRAL. OFICINA DE RECEPCION,439824,4483801,,2017-49
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Victoria Eugenia de Battenberg 10  ,CALLE,Victoria Eugenia de Battenberg,10,,,28660,CENTRO DE FORMACION MUNICIPAL EN EL HALL DE ENTRADA,424947,4473594,DE LUNES A VIERNES DE 8:00 A 21:00,2017-59
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Francisco Alonso 2  ,CALLE,Francisco Alonso,2,,,28660,CENTRO DE EMPRESAS EN EL HALL DE ENTRADA,425123,4472591,DE L A V DE 8:00 A 21:00 SABADOS DE 9:00 A 13:00,2017-60
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de los Martires 1  ,CALLE,los Martires,1,,,28660,BIBLIOTECA CENTRAL MUNICIPAL EN EL HALL DE ENTRADA,425693,4473237,DE LU A V 9:00 A 21:00 Y SABADOS 10:00 A 13:45,2017-61
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Francisco Asenjo Barbieri 2  ,CALLE,Francisco Asenjo Barbieri,2,,,28660,CASA DE LA JUVENTUD E INFANCIA EN EL HALL DE ENTRADA,424666,4472804,DE L A V DE 8:00 A 21:00 Y SABADOS DE 10:00 A 14:00 Y DE 17:00 A 21:00,2017-62
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de la Castellana 95 16 ,PASEO,Castellana,95,16,,28046,EDIFICIO OFICINAS MULTINQUILINO ,441368,4478121,VIGILANTE DE SEGURIDAD DE TURNO EN RECEPCION DEL EDIFICIO,2017-66
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de la Castellana 95 24 ,CALLE,Castellana,95,24,,28032,EDIFICIO DE OFICINAS MULTIINQUILINO ,441368,4478121,,2017-67
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Amara 4  ,CALLE,Amara,4,,,28027,COLEGIO CONCERTADO CORPUS CHRISTI PLANTA BAJA. JUNTO A RECEPCION,444935,4477382,,2017-73
Centro educativo,Publica,005,Alcala de Henares,https://wikidata.org/entity/Q46940,CMNO el Olivar 2 BAJA ,CMNO,el Olivar,2,BAJA,,28806,CEIP FRANCISCO TOMAS Y VALIENTE VESTIBULO PLANTA BAJA,458850,4469534,DE 7:00 A 19:00 HORAS,2017-86
Otros,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Cantabria 52  ,AVDA,Cantabria,52,,,28042,"CENTRO DE INVESTIGACION Y CONTROL DE LA CALIDAD. AGENCIA ESPANOLA DE CONSUMO, SEGURIDAD ALIMENTARIA Y NUTRICION",450591,4478948,HORARIO LABORAL DE LA AGE,2017-102
Centro educativo,Privada,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,AVDA Castilla 27  ,AVDA,Castilla,27,,,28670,EUROLENGUAS S.A. URB. EL CASTILLO,454696,4467369,8:00 A 20:00,2017-105
Aeropuertos,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CTRA del Barrio de la Fortuna s/n  ,CTRA,Barrio de la Fortuna,s/n,,,,AENA SME SA ENTRADA DE EDIFICIO TERMINAL,433726,4468955,DE 6:00 A24:00,2017-107
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Vital Aza 65  ,CALLE,Vital Aza,65,,,28017,"GARCOS EDUCACION S.L., COLEGIO JOYFE",445777,4476048,,2017-137
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de San Martin 5  ,CALLE,San Martin,5,,,28013,FUNDACION OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID EDIFICIO DE ALHAJAS. HALL ENTRADA RECEPCION,440031,4474387,,2017-145
Centro educativo,Privada,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Miguel Angel Cantero Oliva 13  ,CALLE,Miguel Angel Cantero Oliva,13,,,28660,COLEGIO CASVI ,423769,4474966,,2017-166
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Manoteras 24 5 ,AVDA,Manoteras,24,5,,28050,CALIDAD PASCUAL SAU QUINTA PLANTA. BOTIQUIN,443487,4481977,9 A 18 H,2017-168
Otros,Privada,092,Mostoles,https://wikidata.org/entity/Q187826,CALLE Puerto de Cotos 8  ,CALLE,Puerto de Cotos,8,,,28933,REFLEX ALQUUILER FLEXIBLE DE VEHICULOS SA ,425887,4466926,,2017-170
Establecimiento dependiente de una Administracion Publica,Publica,049,Coslada,https://wikidata.org/entity/Q164197,AVDA de los Principes de Espana 8  ,AVDA,los Principes de Espana,8,,,28823,CENTRO DE MAYORES LA RAMBLA. AYUNTAMIENTO COSLADA EN LA CONSERJERIA,453229,4475243,L A V DE 10 A 21 S Y D 10 A 14 Y 16:30 20:30,2017-230
Establecimiento dependiente de una Administracion Publica,Publica,049,Coslada,https://wikidata.org/entity/Q164197,CALLE del Poniente 19  ,CALLE,Poniente,19,,,28823,CENTRO DE MAYORES LA CANADA. AYUNTAMIENTO COSLADA EN LA CAFETERIA,454284,4475298,L A V 10 A 21 S Y D 10 A 14 Y 16:30 A 20:30,2017-231
Establecimiento dependiente de una Administracion Publica,Publica,008,Aldea del Fresno,https://wikidata.org/entity/Q607467,PLAZA Constitucion 7  ,PLAZA,Constitucion,7,,,28620,DISPOSITIVO MOVIL. EN EL COCHE DE LA POLICIA LOCAL AYUNTAMIENTO DE ALDEA DEL FRESNO,397789,4464489,24H,2017-236
Otros,Privada,127,Las Rozas de Madrid,https://wikidata.org/entity/Q592747,CALLE Chile 8  ,CALLE,Chile,8,,,28290,"OFICINA 103. ZONA DE VENDING, A LA DERECHA DE LA ENTRADA SODEXO IBERIA SA",423946,4488551,,2017-266
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Titan 13 2ª ,CALLE,Titan,13,2ª,,28045,INICIO DE PASILLO IZQUIERDO COMPANIA LOGISTICA DE HIDROCARBUROS,442287,4471376,,2017-274
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Silvano 77  ,CALLE,Silvano,77,,,28043,CENTRO COMERCIAL PALACIO DE HIELO - PISTA DE PATINAJE ,445920,4479352,DE 10 A 22:30 DE 15-09 AL 30-05,2017-287
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,080,Majadahonda,https://wikidata.org/entity/Q427505,CALLE Moreras 2  ,CALLE,Moreras,2,,,28222,JUNTO A ASEOS Y SEGURIDAD CENTRO COMERCIAL CENTRO OESTE,426289,4478365,24 HORAS,2017-299
Centro de trabajo con mas de 250 trabajadores,Privada,092,Mostoles,https://wikidata.org/entity/Q187826,CALLE Federico Cantero Villamil 4 BAJA ,CALLE,Federico Cantero Villamil,4,BAJA,,28933,"EN EL SERVICIO MEDICO, PLANTA BAJA EDIFICIO PRINCIPAL THYSSENFRUPP MANUFACTURING SPAIN slu",425219,4466059,,2017-312
Centro de trabajo con mas de 250 trabajadores,Privada,092,Mostoles,https://wikidata.org/entity/Q187826,CALLE Federico Cantero Villamil  BAJA ,CALLE,Federico Cantero Villamil,,BAJA,,28933,"PASILLO QUE CONECTA AMBAS ENTRADAS AL EDIFICIO, PLANTA BAJA EDIFICIO PRINCIPAL THYSSENKRUPP MANUFACTURING SPAIN",425219,4466059,,2017-313
Centro de trabajo con mas de 250 trabajadores,Privada,092,Mostoles,https://wikidata.org/entity/Q187826,CALLE Federico Cantero Villamil  BAJA ,CALLE,Federico Cantero Villamil,,BAJA,,28933,NAVE DE LOGISTICA. ACCESO DE OFICINAS PLANTA BAJA A ZONA ALMACEN THYSSENKRUPP MANUFACTURING SPAIN,425219,4466059,,2017-314
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Hierro 27  ,CALLE,Hierro,27,,,28045,PUESTO DE INFORMACION DE LA OFICINA AGENCIA TRIBUTARIA DE MADRID,441400,4471346,DE 8 A 17,2017-323
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Raimundo Fernandez Villaverde 32  ,CALLE,Raimundo Fernandez Villaverde,32,,,28003,PUESTO DE CONTROL DE LA OFICINA ORGANISMO AUTONOMO AGENCIA TRIBUTARIA DE MADRID,440731,4477507,DE 8 A 17,2017-324
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Los Rosales 36  ,AVDA,Los Rosales,36,,,28041,PLANTA BAJA JUNTO A RECEPCION PARCESA. TANATORIO M-40,441859,4468270,24 HORAS,2017-329
Establecimiento publico con aforo igual o superior a 2000 personas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Miraflores S/N  ,AVDA,Miraflores,S/N,,,28035,EN CHALET DE TENIS REAL CLUB DE LA PUERTA DE HIERRO,437668,4478955,7 A 22,2017-340
Establecimiento publico con aforo igual o superior a 2000 personas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Miraflores S/N  ,AVDA,Miraflores,S/N,,,28035,EN CHALET INFANTIL REAL CLUB DE PUERTA DE HIERRO,437668,4478955,7 A 22,2017-341
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de O'Donnell 53 -1 ,CALLE,O'Donnell,53,-1,,28009,HOTEL NOVOTEL CENTER MADRID SOTANO,442976,4474767,24 H,2017-379
Otros,Privada,113,Pinto,https://wikidata.org/entity/Q909718,CALLE Cormoranes 18 BAJA ,CALLE,Cormoranes,18,BAJA,,28320,POLIGONO INDUSTRIAL LA ESTACION. EN LA ENTRADA HYDRO EXTRUSION SPAIN SA,439853,4455724,24 H L A V,2017-397
Centro de trabajo con mas de 250 trabajadores,Privada,127,Las Rozas de Madrid,https://wikidata.org/entity/Q592747,CALLE Pollensa 6 BAJA ,CALLE,Pollensa,6,BAJA,,28290,DENTRO DE LA SALA CENTRAL RECEPTORA DE ALARMAS CRAS TYCO TYCO INTEGRATED SECURITY,424697,4487171,8.30-18,2017-398
Centro educativo,Privada,002,Ajalvir,https://wikidata.org/entity/Q855674,"CTRA de Torrejon km 3,5  ",CTRA,Torrejon,"km 3,5",,,28864,EN EL SERVICIO MEDICO INDUSTRIA DE TURBO PROPULSORES SA,459254,4486696,7.30-23.30,2017-408
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de la Castellana 79  ,PASEO,Castellana,79,,,28046,RECEPCION DEL EDIFICIO PONTEGADEA INMOBILIARIAS.L.,441267,4477653,24 H,2017-416
Centro educativo,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,AVDA Radio y Television 2  ,AVDA,Radio y Television,2,,,28223,PLANTA BAJA. PABELLON DEPORTIVO COLEGIO INSTITUTO VERITAS,432934,4474129,,2017-278
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Gomez de Arteche 28  ,CALLE,Gomez de Arteche,28,,,28044,EDIFICIO DE PRIMARIA COLEGIO AMOROS,435781,4469013,,2017-279
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Alcala 589  ,CALLE,Alcala,589,,,28022,EN EL HALL DE LA ENTRADA PRINCIPAL COLEGIO NUESTRA SENORA DE LAS NIEVES,447938,4477440,DE 9 A 18,2017-285
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Maudes 17  ,CALLE,Maudes,17,,,28003,"HALL DE ENTRADA. SECRETARIA GENERAL TECNICA CONSEJERIA DE TRANSPORTES, VIVIENDA E INFRAESTRUCTURAS",440544,4477443,,2017-293
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Velazquez 63  ,CALLE,Velazquez,63,,,28001,HALL DE ENTRADA DEL EDIFICIO PRINCIPAL HERBERT SMITH FREEHILLS SPAINLLP,441981,4475659,,2017-297
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Sacramento 1  ,CALLE,Sacramento,1,,,28005,PUESTO DE CONTROL DE SEGURIDAD ORGANISMO AUTONOMO AGENCIA TRIBUTARIA DE MADRID,439708,4473987,8 A 17,2017-326
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,127,Las Rozas de Madrid,https://wikidata.org/entity/Q592747,CMNO Garzo 79  ,CMNO,Garzo,79,,,28290,EN SERVICIO MEDICO DE POLIDEPORTIVO MUNICIPAL SAN JOSE DE LAS MATAS. AYUNTAMIENTO DE LAS ROZAS,424966,4489677,8 A 22:30,2017-359
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Burgos 109  ,AVDA,Burgos,109,,,28050,EDIFICIO CASER CASER SEGUROS,443381,4483120,8-20,2017-387
Centro educativo,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,CALLE PABELLON DE MAYORES. A LA SALIDA AL PATIO. CERCA DE ENFERMERIA 7  ,CALLE,PABELLON DE MAYORES. A LA SALIDA AL PATIO. CERCA DE ENFERMERIA,7,,,,COLEGIO SAN JOSE DE CLUNY,431712,4477782,,2017-406
Otros,Privada,049,Coslada,https://wikidata.org/entity/Q164197,CALLE de las Americas 6 1ª ,CALLE, Americas,6,1ª,,28823,EN EL RELLANO PUERTA IZQUIERDA MOLDTRANS,455170,4476009,9-13 15.30-18 L A V,2017-410
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Valdebernardo 2  ,CALLE,Valdebernardo,2,,,28030,CENTRO DEPORTIVO MUNICIPAL MORATALAZ.HALL DE ENTRADA AYTO. MORATALAZ,446330,4472168,,2018-20
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,079,Madrid,https://wikidata.org/entity/Q2807,PASEO del Polideportivo 3 1ª ,PASEO,Polideportivo,3,1ª,,28032,CENTRO DEPORTIVO MUNICIPAL VICALVARO.PASILLO HALL AYTO. MADRID,448797,4473372,,2018-24
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Monforte de Lemos 38-A  ,AVDA,Monforte de Lemos,38-A,,,,CENTRO DEPORTIVO MUNICIPAL LA VAGUADA. EN HALL DE ENTRADA AYTO. MADRID,439897,4481184,,2018-26
Centro educativo,Privada,025,Brea de Tajo,https://wikidata.org/entity/Q1772144,CTRA M-221 (Brea al Limite de Provincia)  BAJA ,CTRA,M-221 (Brea al Limite de Provincia),,BAJA,,28596,"KM 26,400. CENTRO RESIDENCIAL DE MENORES CAMPUS UNIDOS.  ENTRADA GINSO",487140,4452580,24 H,2018-50
Centro educativo,Privada,025,Brea de Tajo,https://wikidata.org/entity/Q1772144,CTRA de M-221 (Brea-Valdaracete)  BAJA. ,CTRA,M-221 (Brea-Valdaracete),,BAJA.,,28596,"KM 26,300. CENTRO DE MENORES INFRACTORES TERESSA DE CALCUTA SALA DE COORDINADORES.  GINSO",487140,4452580,,2018-51
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de la Retama 7  ,CALLE,Retama,7,,,28045,EN EL HALL DE LA ENTRADA HERMANDAD NACIONAL DE ARQUITECTOS SUPERIORES Y QUIMICOS,442622,4471678,24 H,2018-78
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Manoteras 32 4ª ,AVDA,Manoteras,32,4ª,,28050,ZONA MIXTA ASEFA SEGUROS Y REASEGUROS,443590,4482121,,2018-85
Centro educativo,Privada,127,Las Rozas de Madrid,https://wikidata.org/entity/Q592747,CALLE Clara Campoamor 1  ,CALLE,Clara Campoamor,1,,,28232,DESFIBRILADOR MOVILA GREDOS SANDIEGO S. COOP. MAD,425307,4483868,24H,2018-104
Establecimiento dependiente de una Administracion Publica,Publica,008,Aldea del Fresno,https://wikidata.org/entity/Q607467,PLAZA Constitucion 1 BAJA ,PLAZA,Constitucion,1,BAJA,,28620,PLANTA BAJA JUNTO AL MOSTRADOR DE RECEPCION DEPENDENCIAS MUNICIPALES. AYUNTAMIENTO DE ALDEA DEL FRESNO,397786,4464496,,2017-232
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PLAZA del Marques de Salamanca 8  ,PLAZA,Marques de Salamanca,8,,,28006,"PLANTA BAJA, JUNTO A GARITA DE VIGILANATE EMPRESA DE TRANSFORMACION AGRARIA SA",442393,4475766,L A V 8 A 18,2017-240
Otros,Privada,074,Leganes,https://wikidata.org/entity/Q77433,"CTRA N-401 (Madrid-Toledo) km 6,8  ",CTRA,N-401 (Madrid-Toledo),"km 6,8",,,28919,"PLANTA BAJA, JUNTO A RECEPCION EMPRESA DE TRANSFORMACION AGRARIA",438614,4467962,L A V DE 8 A18:30,2017-241
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de la Castellana 278 CERO ,CALLE,Castellana,278,CERO,,28032, ICEX ESPANA EXPORTACION E INVERSIONES,441844,4480778,TODO EL DIA,2017-268
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de la Castellana 278 SEGUND ,PASEO,Castellana,278,SEGUND,,28046, ICEX ESPANA EXPORTACION E INVERSIONES,441844,4480778,TODO EL DIA,2017-269
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CTRA M-607 Colmenar Viejo 13  ,CTRA,M-607 Colmenar Viejo,13,,,,"KM 13,300 COLEGIO SAN FERNANDO VIA SERVICIO M-607 Edificio BL BANCO DE ALIMENTOS DE MADRID",441586,4486803,,2017-270
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,"CTRA de Villaverde a Vallecas 3,5  ",CTRA,Villaverde a Vallecas,"3,5",,,,"RECEPCION PLANTA BAJA MERCAMADRID NAVES 1, 8, 10 Y 11 BANCO DE ALIMENTOS DE MADRID",442022,4468365,,2017-271
Otros,Privada,005,Alcala de Henares,https://wikidata.org/entity/Q46940,BULEV de Buenos Aires 3  ,BULEV,Buenos Aires,3,,,28806,PLANTA BAJA RECEPCION POLIGONO CAMPORROSO BANCO DE ALIMENTOS DE MADRID,465311,4484544,,2017-272
Otros,Privada,007,Alcorcon,https://wikidata.org/entity/Q10372,CALLE Petroleo 9  ,CALLE,Petroleo,9,,,28925,.. BANCO DE ALIMENTOS DE MADRID,432092,4467210,,2017-273
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Asturias 28 BAJA ,AVDA,Asturias,28,BAJA,,28029,"VESTIBULO PRINCIPAL. D.G. VIVIENDA Y REHABILITACION CONSEJERIA TRANSPORTES, VIVIENDA E INFRAESTRUCTURAS",441104,4480078,,2017-291
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Braganza 3 BAJA ,CALLE,Braganza,3,BAJA,,28025,"D.G. VIVIENDA Y REHABILITACION CONSEJERIA TRANSPORTES, VIVIENDA E INFRAESTRUCTURAS",438796,4470696,,2017-292
Centro educativo,Publica,087,Los Molinos,https://wikidata.org/entity/Q963615,CALLE Calvario 20 BAJA ,CALLE,Calvario,20,BAJA,,28460,HALL DE ACCESO A DESPACHOS DE DIRECCION CEIP DIVINO MAESTRO,408920,4507606,,2017-298
Centro educativo,Privada,006,Alcobendas,https://wikidata.org/entity/Q487679,CTRA COLEGIO SUIZO DE MADRID 14  ,CTRA,COLEGIO SUIZO DE MADRID,14,,,,KM 14 CARRETERA DE BURGOS,444540,4485796,,2017-302
Centro educativo,Publica,075,Loeches,https://wikidata.org/entity/Q1646206,AVDA de Argentina 2  ,AVDA,Argentina,2,,,28890,EN PARED IZQUIERDA DEL HALL PRINCIPAL DE ENTRADA CEIP DUQUE DE ALBA,464903,4469980,,2017-303
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Babilonia 19  ,CALLE,Babilonia,19,,,28042,HALL DE ENTRADA JUNTO A CAPILLA COLEGIO SAN PEDRO APOSTOL,450184,4479866,HORARIO ESCOLAR,2017-305
Otros,Privada,006,Alcobendas,https://wikidata.org/entity/Q487679,CALLE km 20. TANATORIO DE LA PAZ. PLANTA BAJA JUNTO A RECEPCION   ,CALLE,km 20. TANATORIO DE LA PAZ. PLANTA BAJA JUNTO A RECEPCION,,,,,PARCESA,440886,4492165,24 HORAS,2017-307
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Privada,080,Majadahonda,https://wikidata.org/entity/Q427505,CALLE Azafran 4 BAJA ,CALLE,Azafran,4,BAJA,,28222,POLIGONO COMERCIAL EL CARRALERO GIMNASIO FISICO. EN EL HALL DE ENTRADA,426358,4478639,,2017-392
Centro educativo,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,"CALLE PABELLON DE MENORES. A LA ENTRADA, EN PORTERIA 7  ",CALLE,"PABELLON DE MENORES. A LA ENTRADA, EN PORTERIA",7,,,,COLEGIO SAN JOSE DE CLUNY,431712,4477782,,2017-407
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Mejico 53  ,CALLE,Mejico,53,,,28028,EN LA CLINICA FUNDACION APOSTOL SANTIAGO,443034,4476639,9-19,2017-421
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Manoteras 52  ,AVDA,Manoteras,52,,,28050, EVERIS SPAIN,443910,4480048,,2017-430
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Manoteras 52  ,AVDA,Manoteras,52,,,28050, EVERIS SPAIN,443910,4482048,,2017-431
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Ferraz 8  ,CALLE,Ferraz,8,,,28008,CENTRO DE DIA PARA MAYORES INNOVAZION RECURSOS GERIATRICOS,439350,4475051,,2018-59
Centro de trabajo con mas de 250 trabajadores,Privada,045,Colmenar Viejo,https://wikidata.org/entity/Q55480,AVDA de los Reyes 1  ,AVDA,los Reyes,1,,,28770,"PLANTA BAJA, A LA ENTRADA (NIVEL 2) POLIGONO INDUSTRIAL LA MINA NORTE. PHARMA MAR",436265,4500939,24 H,2018-117
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de Santa Maria de la Cabeza 115 BAJA ,PASEO,Santa Maria de la Cabeza,115,BAJA,,28026,EN EL PASILLO PRINCIPAL COLEGIO SAGRADO CORAZON PP CAPUCHINOS,439755,4471329,,2018-118
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Gaztambide 91 BAJA ,CALLE,Gaztambide,91,BAJA,,28003,FUNDACION EDUCATIVA SANTO DOMINGO ,439237,4476960,7-20,2018-121
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de la Castellana 18 3ª ,CALLE,Castellana,18,3ª,,28032,DEUTSCHE BANK ,441554,4475571,8-14 L A V,2018-132
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Rosario Pino 14 1ª ,CALLE,Rosario Pino,14,1ª,,28020,DEUTSCHE BANK ,441258,4479330,8-14 L A V,2018-134
Establecimiento dependiente de una Administracion Publica,Publica,049,Coslada,https://wikidata.org/entity/Q164197,CALLE de Juan de Herrera 2  ,CALLE,Juan de Herrera,2,,,28823,CENTRO DE MAYORES J.L. SAMPEDRO. AYUNTAMIENTO COSLADA EN EL HALL DE ENTRADA,454689,4476954,L A V DE 10 A 21. SY D 10 A 14 Y 16:30 A 20:30,2017-227
Establecimiento dependiente de una Administracion Publica,Publica,049,Coslada,https://wikidata.org/entity/Q164197,AVDA Francfort 2  ,AVDA,Francfort,2,,,28822,CENTRO DE MAYORES CIUDAD 70. AYUNTAMIENTO COSLADA ENEL HALL DE ENTRADA,454139,4474537,L A V DE 10 A 21 S Y D DE 10 A 14 Y 16:30 A 20:30,2017-229
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CTRA de Somontes al Palacio de la Real Quinta 1  ,CTRA,Somontes al Palacio de la Real Quinta,1,,,28048,EN CONSEJERIA A ENTRADA DEL CENTRO JUNTO DESPACHO DUES CPEE LA QUINTA,437448,4484120,,2017-290
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Privada,015,Arroyomolinos,https://wikidata.org/entity/Q931188,CALLE Madrid 31  ,CALLE,Madrid,31,,,28939,JUNTO A RECEPCION COMPLEJO DEPORTIVO LA DEHESA,422352,4458531,,2017-309
